Oh17_group_id,tgas_source_id,name,ra,dec,parallax,distance,G,J,rv,rv_err
3290,4393784426078187648,HD 155880,258.5168975557698,6.769673944175697,7.54745413154089,133.13854538421413,9.468711971681383,8.678000450134277,-55.19022565469354,19.22719554228379
3290,4388330401728932608,HD 156021,258.7740752410645,3.4239987916755728,7.940172854721965,128.4516048731266,8.207104482399568,7.460999965667725,-55.94498896042569,20.32358422240388
3299,6337314645719906816,TYC 4995-600-1,224.91351503732722,-4.832524887628862,7.987530695573371,125.63315365292785,10.781778526054161,9.586000442504883,-6.735909060503072,19.8595144913449
3299,6334041502683758720,TYC 4999-135-1,224.44812618031034,-6.355076633342962,7.9690282452045205,126.47085482871438,11.153124409233047,9.925000190734863,-24.223839524870353,19.19985629888911
3313,6334789033150917504,HD 134755B,227.93208957890045,-5.474893645840548,6.586873061954759,153.10538278408762,9.60440996823489,8.765999794006348,-53.13489660308804,19.552619811257294
3313,6334788964431440896,HD 134755,227.93579798754993,-5.482689982218582,6.986487825441883,144.619468818516,8.233759782344194,7.744999885559082,1.2307525631869929,19.594235951072754
3319,1001664954149809024,TYC 3778-712-1,102.63507250890329,58.67461164822811,7.200780965868821,139.58551054159713,11.839594684110018,10.541000366210938,26.218625063968116,19.25536357920009
3319,998309828777189376,HD 237494,97.2793167666324,57.41428271649224,7.395472070537929,136.49993893991444,9.638781644769882,8.803999900817871,2.749965948545878,19.22564639188737
3321,1296093449145133056,HD 132582,224.66741121822605,38.51927934262917,8.830183256698527,113.58693808859249,8.199358616626697,7.364999771118164,-0.36020464472562885,19.965844284278045
3321,1487930053206621440,TYC 3036-344-1,219.59831074690578,39.320327697968516,8.921303264175798,112.3662689962118,11.028136540834893,9.720000267028809,-30.14697062569575,19.34621102417138
3334,830780574946823936,HD 92278,160.03119959322092,46.84064411658725,9.319324795130283,108.59767097666817,7.241842997941628,6.9039998054504395,8.750158637162102,20.008446238429915
3334,781646149080741760,HD 95088,164.82448401066983,43.873291574869185,8.997647894724178,112.57675459667969,8.124216607963369,6.8379998207092285,-24.2973743785833,19.801163576085052
3337,1649107359642950528,TYC 4420-928-1,255.27019473568745,69.48887742443351,7.0954704666148825,141.62200026494395,9.54262945501921,8.553000450134277,-17.184905144643764,19.326262200501425
3337,1649832418842034304,HD 148629,245.9828008294733,69.56253694384431,6.984015218240141,144.96228323129003,8.814747955025982,8.081000328063965,-10.893355505445328,19.16326775623086
3344,1649355746191979008,TYC 4423-1954-1,255.147465987532,70.02797329368448,7.244162772606288,139.08738819519013,8.77579270578818,8.020999908447266,-2.234534162873602,19.174078063758277
3344,1650692821050623616,TYC 4424-2469-1,258.3422180895716,70.41119398138261,6.894370204768911,146.1808087665418,10.022132817645115,9.053999900817871,-24.13799263374175,19.41019799185346
3350,831917813567903616,TYC 3447-812-1,165.56385794837638,48.44652486024298,6.4375299005907,156.30121311299317,10.31807087851207,9.446000099182129,-85.55236299247898,19.04556397718485
3350,832166131396899328,HIP 52835,162.04912309607903,47.74795176202163,6.564125889991432,158.81418505591304,10.142142562097476,9.279000282287598,-16.554847286503758,19.20881645224231
3358,6339036206051655936,TYC 5004-810-1,225.32506514268835,-3.609606729996944,5.243574788070779,192.32828386132184,10.390849909710775,9.241000175476074,-35.960836375551516,19.862930788559808
3358,6340855107521205888,TYC 4987-657-1,224.66556969669787,-1.0216218177002068,5.243552649652355,192.28816660106665,9.520249986491802,8.196000099182129,-58.44012316257029,19.13465642366266
3361,600324587032443776,HD 70534,125.69030708346082,9.462545610099403,10.294888677024668,97.38907639714274,8.228738240453882,7.488999843597412,39.74088201613081,19.166591498375265
3361,600547135057871232,TYC 799-609-1,125.04710677638641,9.877237793128968,10.01277439080892,100.50225160090083,9.158619814048027,,0.0661137655560502,19.449644847224263
3372,4441156575323074944,TYC 410-152-1,255.05461715300487,6.4716468656968695,8.889456834905511,112.86891290609823,11.077752164517724,9.885000228881836,-13.71884040492937,19.279286432530604
3372,4388705129034475904,TYC 407-1186-1,258.2160526528965,4.055160590532328,9.348687712966479,107.2133976759409,10.52812284695703,9.336000442504883,-24.00673754981039,19.51445739465431
3381,834256131202533120,TYC 3445-640-1,159.32411653058531,49.23816660088147,7.97454607359228,125.9637457129283,11.80493893190148,10.366000175476074,-36.72012311933778,19.769226999878967
3381,846708787581563264,TYC 3438-540-1,154.43035512669547,48.71956869754381,8.093859521364687,124.48999598090748,10.829912635436221,9.713000297546387,-29.559375784980006,19.295253122655154
3390,602627033101391488,TYC 805-963-1,128.48538931085176,12.35878637769172,14.824611418250472,67.94926926700107,10.037460256297946,8.770000457763672,29.578010438674898,19.88946649842395
3390,657584541266947584,HD 73261,129.5024155140181,15.134678408506353,14.730538723277535,68.3915133313794,8.167662083855568,7.295000076293945,25.4257320810794,19.276194553010725
3407,1106008470186359680,TYC 4358-1393-1,96.2043602815953,67.95041635767998,5.504935778307231,183.2968570166013,11.833351662244759,10.619000434875488,-5.139390643503372,19.809277415703498
3407,1105400199738121600,TYC 4345-998-1,92.77523964724745,67.97722188547795,5.333492862366258,189.3420426219797,10.293451974194967,9.477999687194824,-9.314335124374269,19.186382122323568
3415,3049167879531414912,TYC 5384-1689-1,104.33790565911322,-10.857284872180083,7.707435950615142,133.07168395084835,9.95565369679807,9.043999671936035,32.184095333155454,19.541139378333618
3415,3046026746609589504,TYC 5389-939-1,105.96339465170024,-11.4968746863434,7.685311499748953,130.8208442158909,11.090945776268077,9.968999862670898,37.951990898946256,19.917523275908536
3417,884679356494954752,HD 268551,106.22747237562497,28.116628558395025,12.139589762443945,82.55417462210754,9.079421961769537,7.935999870300293,-36.533962500498276,19.33075424050331
3417,884679356494955136,TYC 1903-1553-1,106.22831022130539,28.113149658746153,12.082158473660224,82.89632586725016,9.602842223964934,8.28600025177002,-27.246759416488057,21.477648497307154
3427,1106568396482564736,TYC 4358-1886-1,97.12558038724032,69.36298606152725,5.71916827264744,176.29501046037592,9.393910173253026,8.258000373840332,-13.71399586847829,19.285657418762817
