hip,bibcode,nbmes,obsdate,qual,quality,velType,velValue,velValue_prec,remark,remarks,oidref,hipnospace
HIP  36795,1919ApJ....50..161L,3.0,,,,v  ,61.20000076293945,1.0,,,995119,HIP36795
HIP  36795,1913LicOB...7..113C,1.0,,,,v  ,60.79999923706055,1.0,,,995119,HIP36795
HIP  36849,2007A&A...465..271R,,,,A,v  ,-33.8,1.0,,,986622,HIP36849
HIP  36849,2002AJ....124.1144L,21.0,,,A,v  ,-34.06999969482422,2.0,,,986622,HIP36849
HIP  36849,2002AJ....124.1144L,,,,A,V  ,-34.07,2.0,,,986622,HIP36849
HIP  36849,2004A&A...418..989N,1.0,,,A,v  ,-33.79999923706055,1.0,,,986622,HIP36849
HIP  36855,2004A&A...418..989N,2.0,,,D,v  ,-5.5,1.0,,,439343,HIP36855
HIP  36855,2007A&A...475..519H,,,,E,V  ,-5.5,2.0,,,439343,HIP36855
HIP  36874,1953GCRV..C......0W,4.0,,,C,v  ,-130.0,0.0,,##,985455,HIP36874
HIP  36874,1956PDDO....2..105H,4.0,,,,v  ,-134.5,1.0,,,985455,HIP36874
HIP  36874,1969AJ.....74..908A,10.0,,,,v  ,-140.10000610351562,1.0,,,985455,HIP36874
HIP  36874,2002AJ....124.1144L,11.0,,,A,v  ,-135.5800018310547,2.0,,,985455,HIP36874
HIP  36874,2002AJ....124.1144L,,,,A,V  ,-135.58,2.0,,,985455,HIP36874
HIP  36874,2004A&A...418..989N,9.0,,,A,v  ,-135.8000030517578,1.0,,,985455,HIP36874
HIP  36993,2004A&A...418..989N,2.0,,,A,v  ,29.399999618530273,1.0,,,983612,HIP36993
HIP  36993,2011AAS...21743412C,,,,A,V  ,29.5,2.0,,,983612,HIP36993
HIP  37171,2004A&A...418..989N,2.0,,,A,v  ,88.30000305175781,1.0,,,996582,HIP37171
HIP  37171,2011AAS...21743412C,,,,A,V  ,89.12,2.0,,,996582,HIP37171
HIP  37233,2007A&A...465..271R,,,,A,v  ,51.3,1.0,,,989862,HIP37233
HIP  37233,2004A&A...418..989N,15.0,,,A,v  ,51.29999923706055,1.0,,,989862,HIP37233
HIP  37233,2006AstL...32..759G,,,,A,V  ,51.4,2.0,,,989862,HIP37233
HIP  37419,2004A&A...418..989N,5.0,,,A,v  ,-8.100000381469727,1.0,,,996601,HIP37419
HIP  37419,2007A&A...475..519H,,,,A,V  ,-8.1,2.0,,,996601,HIP37419
HIP  37520,2011A&A...531A...8J,,,,B,v  ,106.6,1.0,,,1009616,HIP37520
HIP  37520,2011AAS...21743412C,,,,A,V  ,107.07,2.0,,,1009616,HIP37520
HIP  37789,2007A&A...465..271R,,,,A,v  ,-5.6,1.0,,,999781,HIP37789
HIP  37789,1923ApJ....57..149A,4.0,,,,v  ,-3.799999952316284,1.0,,,999781,HIP37789
HIP  37789,1953GCRV..C......0W,4.0,,,B,v  ,-3.299999952316284,1.0,,##,999781,HIP37789
HIP  37789,2000VeARI..37....1W,,,,,v  ,-5.400000095367432,1.0,,,999781,HIP37789
HIP  37789,2004A&A...418..989N,4.0,,,A,v  ,-5.599999904632568,1.0,,,999781,HIP37789
HIP  37789,2006AstL...32..759G,,,,A,V  ,-5.5,2.0,,,999781,HIP37789
HIP  37853,2007A&A...465..271R,,,,A,v  ,103.3,1.0,,,1016441,HIP37853
HIP  37853,1909LicOB...5..133C,5.0,,,,v  ,100.0,1.0,,,1016441,HIP37853
HIP  37853,1923ApJ....57..149A,3.0,,,,v  ,99.9000015258789,1.0,,,1016441,HIP37853
HIP  37853,1928AnCap..10h...1J,3.0,,,,v  ,101.0,1.0,,,1016441,HIP37853
HIP  37853,1928PLicO..16....1C,9.0,,,,v  ,102.0,1.0,,,1016441,HIP37853
HIP  37853,1953GCRV..C......0W,15.0,,,A,v  ,101.5,1.0,,##,1016441,HIP37853
HIP  37853,1957MNRAS.117..534E,4.0,,,,v  ,108.0,1.0,,,1016441,HIP37853
HIP  37853,1963MNRAS.126..381K,3.0,,,,v  ,101.5,1.0,,,1016441,HIP37853
HIP  37853,1979IAUS...30...57E,22.0,,,A,v  ,102.5999984741211,1.0,,##,1016441,HIP37853
HIP  37853,2002ApJS..141..503N,,,,A,V  ,106.16,2.0,,,1016441,HIP37853
HIP  37853,2004A&A...418..989N,6.0,,,A,v  ,103.30000305175781,1.0,,,1016441,HIP37853
HIP  38134,2004A&A...418..989N,17.0,,,B,v  ,87.19999694824219,1.0,,,1013017,HIP38134
HIP  38134,2007A&A...475..519H,,,,B,V  ,87.2,2.0,,,1013017,HIP38134
HIP  38541,2014AJ....147..136R,,,D,,V  ,-234.2,1.0,,,1020712,HIP38541
HIP  38541,1913PASP...25..258.,3.0,,,,v  ,-242.0,1.0,,,1020712,HIP38541
HIP  38541,1914ApJ....39..341.,3.0,,,,v  ,-242.0,1.0,,,1020712,HIP38541
HIP  38541,1940PASP...52..401P,,,,,v  ,-235.10000610351562,1.0,,,1020712,HIP38541
HIP  38541,1953GCRV..C......0W,4.0,,,C,v  ,-240.0,0.0,,##,1020712,HIP38541
HIP  38541,1969AJ.....74..908A,10.0,,,,v  ,-239.0,1.0,,,1020712,HIP38541
HIP  38541,2002AJ....124.1144L,,,,A,V  ,-234.45,2.0,,,1020712,HIP38541
HIP  38541,2002AJ....124.1144L,37.0,,,A,v  ,-234.67999267578125,2.0,,,1020712,HIP38541
HIP  38541,2004A&A...418..989N,20.0,,,A,v  ,-234.6999969482422,1.0,,,1020712,HIP38541
HIP  38541,2011ApJ...743..140B,,,D,,V  ,-240.0,1.0,,,1020712,HIP38541
HIP  38625,2007A&A...465..271R,,,,A,v  ,102.7,1.0,,,1026629,HIP38625
HIP  38625,1950ApJ...111..221W,4.0,,,,v  ,93.80000305175781,1.0,,,1026629,HIP38625
HIP  38625,1953GCRV..C......0W,4.0,,,B,v  ,93.30000305175781,1.0,,##,1026629,HIP38625
HIP  38625,1965MNRAS.131...95P,2.0,,,,v  ,94.0,1.0,,,1026629,HIP38625
HIP  38625,1979IAUS...30...57E,6.0,,,A,v  ,93.4000015258789,1.0,,##,1026629,HIP38625
HIP  38625,2002AJ....124.1144L,,,,A,V  ,102.77,2.0,,,1026629,HIP38625
HIP  38625,2002AJ....124.1144L,26.0,,,A,v  ,102.7699966430664,2.0,,,1026629,HIP38625
HIP  38625,2004A&A...418..989N,20.0,,,A,v  ,102.69999694824219,1.0,,,1026629,HIP38625
HIP  38750,2013A&A...552A..64S,,,,A,z  ,-27.381,3.0,,,1025680,HIP38750
HIP  38750,2006AstL...32..759G,,,,A,V  ,-31.6,2.0,,,1025680,HIP38750
HIP  38750,2004A&A...418..989N,4.0,,,A,v  ,-32.20000076293945,1.0,,,1025680,HIP38750
HIP  38782,2004A&A...418..989N,5.0,,,A,v  ,54.900001525878906,1.0,,,3149582,HIP38782
HIP  38782,2006AstL...32..759G,,,,A,V  ,55.1,2.0,,,3149582,HIP38782
HIP  38862,1965MNRAS.131...95P,2.0,,,,v  ,55.20000076293945,1.0,,,1028628,HIP38862
HIP  38862,1979IAUS...30...57E,2.0,,,C,v  ,54.79999923706055,1.0,,##,1028628,HIP38862
HIP  38862,2004A&A...418..989N,5.0,,,A,v  ,62.5,1.0,,,1028628,HIP38862
HIP  38862,2006AstL...32..759G,,,,A,V  ,62.7,2.0,,,1028628,HIP38862
HIP  38926,2013A&A...552A..64S,,,,A,z  ,-67.211,3.0,,,1017788,HIP38926
HIP  38926,2007A&A...475..519H,,,,A,V  ,-67.8,2.0,,,1017788,HIP38926
HIP  38926,2004A&A...418..989N,5.0,,,A,v  ,-67.80000305175781,1.0,,,1017788,HIP38926
HIP  39911,2013A&A...552A..64S,,,,A,z  ,78.844,3.0,,,2961522,HIP39911
HIP  39911,2011A&A...526A.112S,,,,A,V  ,78.87,2.0,,,2961522,HIP39911
HIP  39911,2004A&A...418..989N,5.0,,,A,v  ,78.4000015258789,1.0,,,2961522,HIP39911
HIP  40613,2007A&A...465..271R,,,,A,v  ,112.9,1.0,,,1068866,HIP40613
HIP  40613,2002AJ....124.1144L,14.0,,,A,v  ,112.87000274658203,2.0,,,1068866,HIP40613
HIP  40613,2002AJ....124.1144L,,,,A,V  ,113.13,2.0,,,1068866,HIP40613
HIP  40613,2004A&A...418..989N,6.0,,,A,v  ,112.9000015258789,1.0,,,1068866,HIP40613
HIP  40613,2011A&A...531A...8J,,,,B,v  ,112.6,1.0,,,1068866,HIP40613
HIP  40761,1950ApJ...111..221W,3.0,,,,v  ,16.600000381469727,1.0,,,1065599,HIP40761
HIP  40761,1953GCRV..C......0W,3.0,,,B,v  ,17.100000381469727,1.0,,##,1065599,HIP40761
HIP  40761,2002ApJS..141..503N,,,,A,V  ,17.48,2.0,,,1065599,HIP40761
HIP  40761,2004A&A...418..989N,1.0,,,A,v  ,17.299999237060547,1.0,,,1065599,HIP40761
HIP  40794,2004A&A...418..989N,6.0,,,A,v  ,43.79999923706055,1.0,,,3149189,HIP40794
HIP  40794,2006AstL...32..759G,,,,A,V  ,43.9,2.0,,,3149189,HIP40794
HIP  41471,2004A&A...418..989N,2.0,,,C,v  ,9.600000381469727,1.0,,,1094774,HIP41471
HIP  41471,2006AstL...32..759G,,,,A,V  ,13.5,2.0,,,1094774,HIP41471
HIP  41544,2006AstL...32..759G,,,,A,V  ,-87.2,2.0,,,451301,HIP41544
HIP  42356,1923ApJ....57..149A,3.0,,,,v  ,23.399999618530273,1.0,,,1107334,HIP42356
HIP  42356,1953GCRV..C......0W,3.0,,,B,v  ,23.899999618530273,1.0,,##,1107334,HIP42356
HIP  42356,2004A&A...418..989N,2.0,,,A,v  ,25.399999618530273,1.0,,,1107334,HIP42356
HIP  42356,2011AAS...21743412C,,,,A,V  ,25.63,2.0,,,1107334,HIP42356
HIP  42612,2013A&A...552A..64S,,,,A,z  ,85.393,3.0,,,1115143,HIP42612
HIP  42612,2006AstL...32..759G,,,,A,V  ,85.3,2.0,,,1115143,HIP42612
HIP  42612,2004A&A...418..989N,4.0,,,A,v  ,85.0999984741211,1.0,,,1115143,HIP42612
HIP  42734,2007A&A...465..271R,,,,A,v  ,54.0,1.0,,,1105020,HIP42734
HIP  42734,1952ApJ...115..157W,4.0,,,,v  ,44.400001525878906,1.0,,,1105020,HIP42734
HIP  42734,1953GCRV..C......0W,4.0,,,B,v  ,44.900001525878906,1.0,,##,1105020,HIP42734
HIP  42734,2004A&A...418..989N,3.0,,,A,v  ,54.0,1.0,,,1105020,HIP42734
HIP  42734,2008A&A...480...91S,,,,A,V  ,56.11,2.0,,,1105020,HIP42734
HIP  42889,2004A&A...418..989N,40.0,,,B,v  ,139.1999969482422,1.0,,,3102851,HIP42889
HIP  42889,2006AstL...32..759G,,,,B,V  ,139.4,2.0,,,3102851,HIP42889
HIP  43054,2004A&A...418..989N,35.0,,,B,v  ,115.30000305175781,1.0,,,1118455,HIP43054
HIP  43054,2006AstL...32..759G,,,,B,V  ,115.5,2.0,,,1118455,HIP43054
HIP  43393,2007A&A...465..271R,,,,C,v  ,29.1,1.0,,,1138934,HIP43393
HIP  43393,1955PDDO....2...97R,1.0,,,,v  ,40.099998474121094,1.0,,,1138934,HIP43393
HIP  43393,1979IAUS...30...57E,2.0,,,D,v  ,35.0,0.0,,##,1138934,HIP43393
HIP  43393,2002AJ....124.1144L,11.0,,,A,v  ,33.220001220703125,2.0,,,1138934,HIP43393
HIP  43393,2002AJ....124.1144L,,,,A,V  ,33.22,2.0,,,1138934,HIP43393
HIP  43393,2004A&A...418..989N,12.0,,,C,v  ,29.100000381469727,1.0,,,1138934,HIP43393
HIP  44075,2007A&A...465..271R,,,,A,v  ,120.0,1.0,,,1140457,HIP44075
HIP  44075,1923ApJ....57..149A,4.0,,,,v  ,121.80000305175781,1.0,,,1140457,HIP44075
HIP  44075,1953GCRV..C......0W,4.0,,,B,v  ,122.30000305175781,1.0,,##,1140457,HIP44075
HIP  44075,1963MNRAS.126...29B,3.0,,,,v  ,119.0,1.0,,,1140457,HIP44075
HIP  44075,1963MNRAS.126..381K,2.0,,,,v  ,121.5999984741211,1.0,,,1140457,HIP44075
HIP  44075,1979IAUS...30...57E,9.0,,,A,v  ,120.80000305175781,1.0,,##,1140457,HIP44075
HIP  44075,2000VeARI..37....1W,,,,,v  ,120.5999984741211,1.0,,,1140457,HIP44075
HIP  44075,2004A&A...418..989N,119.0,,,A,v  ,119.30000305175781,1.0,,,1140457,HIP44075
HIP  44075,2005PASJ...57...13T,,,,,v  ,120.6,1.0,,,1140457,HIP44075
HIP  44075,2010A&A...521A..12M,,,D,,V  ,120.65,2.0,,,1140457,HIP44075
HIP  44075,2010A&A...521A..12M,,,,A,V  ,119.4,2.0,,,1140457,HIP44075
HIP  44075,2011ApJ...743..140B,,,D,,V  ,120.8,1.0,,,1140457,HIP44075
HIP  44319,2004A&A...418..989N,3.0,,,A,v  ,23.0,1.0,,,2972884,HIP44319
HIP  44319,2006AstL...32..759G,,,,A,V  ,23.1,2.0,,,2972884,HIP44319
HIP  44441,2007A&A...465..271R,,,,A,v  ,72.5,1.0,,,1600917,HIP44441
HIP  44441,1929ApJ....70..207A,3.0,,,,v  ,70.5,1.0,,,1600917,HIP44441
HIP  44441,1953GCRV..C......0W,3.0,,,B,v  ,70.5,1.0,,##,1600917,HIP44441
HIP  44441,1969AJ.....74..908A,9.0,,,,v  ,71.0999984741211,1.0,,,1600917,HIP44441
HIP  44441,1974A&AS...16..359F,2.0,,,,v  ,73.69999694824219,1.0,,,1600917,HIP44441
HIP  44441,2004A&A...418..989N,8.0,,,A,v  ,72.5,1.0,,,1600917,HIP44441
HIP  44441,2006AstL...32..759G,,,,A,V  ,72.3,2.0,,,1600917,HIP44441
HIP  44713,2013A&A...552A..64S,,,,A,z  ,65.085,3.0,,,3004077,HIP44713
HIP  44713,2005ApJS..159..141V,,,,B,V  ,65.3,2.0,,,3004077,HIP44713
HIP  44713,2004A&A...418..989N,5.0,,,A,v  ,64.5,1.0,,,3004077,HIP44713
HIP  44821,2000AJ....119.2866B,,,,,v  ,89.0,0.0,,,3031434,HIP44821
HIP  44821,2004A&A...418..989N,2.0,,,A,v  ,86.69999694824219,1.0,,,3031434,HIP44821
HIP  44821,2006AstL...32..759G,,,,A,V  ,87.0,2.0,,,3031434,HIP44821
HIP  44860,2007A&A...465..271R,,,,A,v  ,66.5,1.0,,,1609541,HIP44860
HIP  44860,1923ApJ....57..149A,4.0,,,,v  ,59.20000076293945,1.0,,,1609541,HIP44860
HIP  44860,1953GCRV..C......0W,4.0,,,B,v  ,59.70000076293945,1.0,,##,1609541,HIP44860
HIP  44860,1965MNRAS.131...95P,1.0,,,,v  ,57.79999923706055,1.0,,,1609541,HIP44860
HIP  44860,1979IAUS...30...57E,5.0,,,B,v  ,59.20000076293945,1.0,,##,1609541,HIP44860
HIP  44860,2004A&A...418..989N,5.0,,,A,v  ,66.5,1.0,,,1609541,HIP44860
HIP  44860,2006AstL...32..759G,,,,A,V  ,66.5,2.0,,,1609541,HIP44860
HIP  44896,2004A&A...418..989N,45.0,,,A,v  ,93.69999694824219,1.0,,,1609051,HIP44896
HIP  44896,2006AstL...32..759G,,,,A,V  ,93.8,2.0,,,1609051,HIP44896
HIP  44915,2004A&A...418..989N,2.0,,,A,v  ,71.4000015258789,1.0,,,1611140,HIP44915
HIP  44915,2011AAS...21743412C,,,,A,V  ,71.78,2.0,,,1611140,HIP44915
HIP  44927,1950ApJ...112...48M,2.0,,,,v  ,71.0,1.0,,,1609565,HIP44927
HIP  44927,1953GCRV..C......0W,2.0,,,C,v  ,71.0,0.0,,##,1609565,HIP44927
HIP  44927,2004A&A...418..989N,5.0,,,A,v  ,69.30000305175781,1.0,,,1609565,HIP44927
HIP  44927,2006AstL...32..759G,,,,A,V  ,69.4,2.0,,,1609565,HIP44927
HIP  45283,2013A&A...552A..64S,,,,A,z  ,39.451,3.0,,,3003751,HIP45283
HIP  45283,2011A&A...526A.112S,,,,A,V  ,39.47,2.0,,,3003751,HIP45283
HIP  45283,2004A&A...418..989N,8.0,,,A,v  ,39.20000076293945,1.0,,,3003751,HIP45283
HIP  45514,2004A&A...418..989N,2.0,,,A,v  ,96.30000305175781,1.0,,,1624568,HIP45514
HIP  45514,2006AstL...32..759G,,,,A,V  ,96.6,2.0,,,1624568,HIP45514
HIP  45733,2004A&A...418..989N,4.0,,,B,v  ,67.30000305175781,1.0,,,3147303,HIP45733
HIP  45733,2006AstL...32..759G,,,,B,V  ,67.4,2.0,,,3147303,HIP45733
HIP  46685,2004A&A...418..989N,13.0,,,A,v  ,52.79999923706055,1.0,,,1636594,HIP46685
HIP  46685,2006AstL...32..759G,,,,A,V  ,53.1,2.0,,,1636594,HIP46685
HIP  46888,2004A&A...418..989N,6.0,,,A,v  ,39.900001525878906,1.0,,,1638193,HIP46888
HIP  46888,2006AstL...32..759G,,,,A,V  ,40.1,2.0,,,1638193,HIP46888
HIP  47048,2004A&A...418..989N,23.0,,,B,v  ,-22.600000381469727,1.0,,,3044247,HIP47048
HIP  47048,2006AstL...32..759G,,,,B,V  ,-23.0,2.0,,,3044247,HIP47048
HIP  47588,2007A&A...465..271R,,,,C,v  ,19.0,1.0,,,1647887,HIP47588
HIP  47588,2004A&A...418..989N,36.0,,,C,v  ,19.0,1.0,,,1647887,HIP47588
HIP  47588,2006AstL...32..759G,,,,C,V  ,19.2,2.0,,,1647887,HIP47588
HIP  48152,2012ApJ...753...64I,,,,,V  ,-20.2,1.0,,,1657642,HIP48152
HIP  48152,1915ApJ....42..172A,1.0,,,,v  ,-23.200000762939453,1.0,,,1657642,HIP48152
HIP  48152,1923ApJ....57..149A,3.0,,,,v  ,-22.600000381469727,1.0,,,1657642,HIP48152
HIP  48152,1940PASP...52..401P,,,,,v  ,-15.300000190734863,1.0,,,1657642,HIP48152
HIP  48152,1953GCRV..C......0W,6.0,,,B,v  ,-17.600000381469727,1.0,,##,1657642,HIP48152
HIP  48152,1965MNRAS.129...63P,2.0,,,,v  ,-12.899999618530273,1.0,,,1657642,HIP48152
HIP  48152,1969AJ.....74..908A,9.0,,,,v  ,-16.399999618530273,1.0,,,1657642,HIP48152
HIP  48152,1972AJ.....77..590C,8.0,,,,v  ,-13.100000381469727,1.0,,,1657642,HIP48152
HIP  48152,1979IAUS...30...57E,8.0,,,B,v  ,-16.700000762939453,1.0,,##,1657642,HIP48152
HIP  48152,2004A&A...418..989N,22.0,,,A,v  ,-14.5,1.0,,,1657642,HIP48152
HIP  48152,2006AstL...32..759G,,,,A,V  ,-15.0,2.0,,,1657642,HIP48152
HIP  48152,2011ApJ...743..140B,,,D,,V  ,-16.7,1.0,,,1657642,HIP48152
HIP  48468,1943ApJ....98..209P,2.0,,,,v  ,23.0,1.0,,,1664359,HIP48468
HIP  48468,1953GCRV..C......0W,2.0,,,D,v  ,23.0,0.0,,##,1664359,HIP48468
HIP  48468,2002ApJS..141..503N,,,,A,V  ,61.61,2.0,,,1664359,HIP48468
HIP  48468,2004A&A...418..989N,2.0,,,A,v  ,61.20000076293945,1.0,,,1664359,HIP48468
HIP  49285,2013A&A...552A..64S,,,,A,z  ,86.834,3.0,,,1681761,HIP49285
HIP  49285,2006AstL...32..759G,,,,A,V  ,86.5,2.0,,,1681761,HIP49285
HIP  49285,2004A&A...418..989N,6.0,,,A,v  ,86.19999694824219,1.0,,,1681761,HIP49285
HIP  49793,1964RGOB...85..207E,4.0,,,,v  ,111.0999984741211,1.0,,,1704477,HIP49793
HIP  49793,1969Obs....89...15E,4.0,,,,v  ,111.0999984741211,1.0,,,1704477,HIP49793
HIP  49793,1979IAUS...30...57E,4.0,,,B,v  ,111.0999984741211,1.0,,##,1704477,HIP49793
HIP  49793,2004A&A...418..989N,6.0,,,A,v  ,110.5,1.0,,,1704477,HIP49793
HIP  49793,2006AstL...32..759G,,,,A,V  ,110.6,2.0,,,1704477,HIP49793
HIP  49793,2011A&A...531A...8J,,,,B,v  ,110.3,1.0,,,1704477,HIP49793
HIP  49942,2013A&A...552A..64S,,,,A,z  ,82.507,3.0,,,1687934,HIP49942
HIP  49942,2004A&A...418..989N,8.0,,,A,v  ,82.4000015258789,1.0,,,1687934,HIP49942
HIP  49942,2002AJ....124.1144L,,,,A,V  ,82.55,2.0,,,1687934,HIP49942
HIP  49942,2002AJ....124.1144L,15.0,,,A,v  ,82.58000183105469,2.0,,,1687934,HIP49942
HIP  49942,1969AJ.....74..908A,10.0,,,,v  ,77.9000015258789,1.0,,,1687934,HIP49942
HIP  49942,1953GCRV..C......0W,4.0,,,B,v  ,83.19999694824219,1.0,,##,1687934,HIP49942
HIP  49942,1923ApJ....57..149A,4.0,,,,v  ,82.69999694824219,1.0,,,1687934,HIP49942
HIP  49988,2002AJ....124.1144L,9.0,,,A,v  ,61.45000076293945,2.0,,,1688877,HIP49988
HIP  49988,2002AJ....124.1144L,,,,A,V  ,61.45,2.0,,,1688877,HIP49988
HIP  49988,2004A&A...418..989N,3.0,,,A,v  ,61.20000076293945,1.0,,,1688877,HIP49988
HIP  50274,17AJ....153...7521K,1.0,54936.459,A,A,v  ,87.7,2.0,,,3241848,HIP50274
HIP  50274,2006AstL...32..759G,,,,A,V  ,88.2,2.0,,,3241848,HIP50274
HIP  50274,2004A&A...418..989N,4.0,,,A,v  ,87.80000305175781,1.0,,,3241848,HIP50274
HIP  50316,2014MNRAS.444.3517M,,,D,,V  ,29.2,1.0,,,1687035,HIP50316
HIP  50316,2013A&A...552A..64S,,,,A,z  ,29.061,3.0,,,1687035,HIP50316
HIP  50316,2005PASJ...57...13T,,,,,v  ,30.4,1.0,,,1687035,HIP50316
HIP  50316,2004A&A...418..989N,6.0,,,A,v  ,28.5,1.0,,,1687035,HIP50316
HIP  50316,2002ApJS..141..503N,,,,A,V  ,28.83,2.0,,,1687035,HIP50316
HIP  50316,1953GCRV..C......0W,9.0,,,B,v  ,30.399999618530273,1.0,,##,1687035,HIP50316
HIP  50316,1929ApJ....70..207A,3.0,,,,v  ,31.5,1.0,,,1687035,HIP50316
HIP  50316,1921PDAO....2....1P,6.0,,,,v  ,28.799999237060547,1.0,,,1687035,HIP50316
HIP  50671,2007A&A...465..271R,,,,A,v  ,82.6,1.0,,,1720728,HIP50671
HIP  50671,1938PASP...50..214A,,,,,v  ,75.0,1.0,,,1720728,HIP50671
HIP  50671,1950ApJ...111..221W,4.0,,,,v  ,78.80000305175781,1.0,,,1720728,HIP50671
HIP  50671,1953GCRV..C......0W,4.0,,,C,v  ,79.0,0.0,,##,1720728,HIP50671
HIP  50671,1965MNRAS.131...95P,2.0,,,,v  ,79.4000015258789,1.0,,,1720728,HIP50671
HIP  50671,1979IAUS...30...57E,6.0,,,C,v  ,79.0,0.0,,##,1720728,HIP50671
HIP  50671,2004A&A...418..989N,62.0,,,A,v  ,82.5999984741211,1.0,,,1720728,HIP50671
HIP  50671,2004A&A...424..727P,,,,A,V  ,82.76,2.0,,,1720728,HIP50671
HIP  50713,1929ApJ....70..207A,3.0,,,,v  ,44.0,1.0,,,1720788,HIP50713
HIP  50713,1953GCRV..C......0W,3.0,,,C,v  ,45.0,0.0,,##,1720788,HIP50713
HIP  50713,2004A&A...418..989N,5.0,,,A,v  ,49.20000076293945,1.0,,,1720788,HIP50713
HIP  50713,2006AstL...32..759G,,,,A,V  ,49.6,2.0,,,1720788,HIP50713
HIP  50834,2004A&A...418..989N,4.0,,,A,v  ,16.700000762939453,1.0,,,3096882,HIP50834
HIP  50834,2006AstL...32..759G,,,,A,V  ,16.4,2.0,,,3096882,HIP50834
HIP  50907,2004A&A...418..989N,2.0,,,A,v  ,48.400001525878906,1.0,,,1713218,HIP50907
HIP  50907,2011AAS...21743412C,,,,A,V  ,48.58,2.0,,,1713218,HIP50907
HIP  50941,1950ApJ...111..221W,4.0,,,,v  ,57.400001525878906,1.0,,,1721711,HIP50941
HIP  50941,1953GCRV..C......0W,4.0,,,C,v  ,58.0,0.0,,##,1721711,HIP50941
HIP  50941,1965MNRAS.131...95P,4.0,,,,v  ,56.099998474121094,1.0,,,1721711,HIP50941
HIP  50941,1979IAUS...30...57E,8.0,,,B,v  ,56.900001525878906,1.0,,##,1721711,HIP50941
HIP  50941,2004A&A...418..989N,6.0,,,A,v  ,58.70000076293945,1.0,,,1721711,HIP50941
HIP  50941,2006AstL...32..759G,,,,A,V  ,58.8,2.0,,,1721711,HIP50941
HIP  51028,2013A&A...552A..64S,,,,A,z  ,32.737,3.0,,,3096279,HIP51028
HIP  51028,2011A&A...526A.112S,,,,A,V  ,32.76,2.0,,,3096279,HIP51028
HIP  51028,2004A&A...418..989N,3.0,,,A,v  ,32.70000076293945,1.0,,,3096279,HIP51028
HIP  51078,1959MNRAS.119..638E,5.0,,,,v  ,17.600000381469727,1.0,,,3096678,HIP51078
HIP  51078,1979IAUS...30...57E,5.0,,,B,v  ,17.600000381469727,1.0,,##,3096678,HIP51078
HIP  51078,2004A&A...418..989N,2.0,,,A,v  ,19.200000762939453,1.0,,,3096678,HIP51078
HIP  51078,2006AstL...32..759G,,,,A,V  ,19.4,2.0,,,3096678,HIP51078
HIP  51078,2011A&A...531A...8J,,,,B,v  ,19.4,1.0,,,3096678,HIP51078
HIP  51477,17AJ....153...7521K,1.0,53811.57,A,A,v  ,107.93,2.0,,,1739044,HIP51477
HIP  51477,2007A&A...465..271R,,,,B,v  ,102.9,1.0,,,1739044,HIP51477
HIP  51477,2011AJ....141..187S,1.0,53810.0,A,A,v  ,107.934,3.0,,,1739044,HIP51477
HIP  51477,2006AstL...32..759G,,,,B,V  ,105.7,2.0,,,1739044,HIP51477
HIP  51477,1979IAUS...30...57E,4.0,,,B,v  ,105.69999694824219,1.0,,##,1739044,HIP51477
HIP  51477,1969Obs....89...15E,4.0,,,,v  ,105.69999694824219,1.0,,,1739044,HIP51477
HIP  51477,1964RGOB...85..207E,4.0,,,,v  ,105.69999694824219,1.0,,,1739044,HIP51477
HIP  51579,2013A&A...552A..64S,,,,A,z  ,-9.359,3.0,,,1729374,HIP51579
HIP  51579,2004A&A...418..989N,2.0,,,A,v  ,-7.199999809265137,1.0,,,1729374,HIP51579
HIP  51579,2002ApJS..141..503N,,,,A,V  ,-8.84,2.0,,,1729374,HIP51579
HIP  51614,1950ApJ...111..221W,5.0,,,,v  ,11.899999618530273,1.0,,,1738612,HIP51614
HIP  51614,1953GCRV..C......0W,5.0,,,C,v  ,12.0,0.0,,##,1738612,HIP51614
HIP  51614,2004A&A...418..989N,2.0,,,A,v  ,15.600000381469727,1.0,,,1738612,HIP51614
HIP  51614,2006AstL...32..759G,,,,A,V  ,15.8,2.0,,,1738612,HIP51614
HIP  51933,2007A&A...465..271R,,,,A,v  ,-6.3,1.0,,,1737667,HIP51933
HIP  51933,1915ApJ....42..172A,1.0,,,,v  ,-9.0,1.0,,,1737667,HIP51933
HIP  51933,1953GCRV..C......0W,3.0,,,B,v  ,-8.5,1.0,,##,1737667,HIP51933
HIP  51933,1965MNRAS.131...95P,4.0,,,,v  ,-3.299999952316284,1.0,,,1737667,HIP51933
HIP  51933,1979IAUS...30...57E,7.0,,,B,v  ,-5.800000190734863,1.0,,##,1737667,HIP51933
HIP  51933,2004A&A...418..989N,20.0,,,A,v  ,-6.300000190734863,1.0,,,1737667,HIP51933
HIP  51933,2005PASJ...57...13T,,,,,v  ,-5.8,1.0,,,1737667,HIP51933
HIP  51933,2010A&A...521A..12M,,,D,,V  ,-6.37,2.0,,,1737667,HIP51933
HIP  51933,2010A&A...521A..12M,,,,A,V  ,-6.33,2.0,,,1737667,HIP51933
HIP  51938,2004A&A...418..989N,4.0,,,A,v  ,65.80000305175781,1.0,,,1741495,HIP51938
HIP  51938,2006AstL...32..759G,,,,A,V  ,65.9,2.0,,,1741495,HIP51938
